"gene","contrast","logFC","P.Value","adj.P.Val","pi_eq2"
"Man2a2","CTLvPHE",0.0267244661785142,0.885637774906925,0.98164918278112,0.99675964854529
"Ncapd2","CTLvPHE",-0.0235389416721681,0.782938829634414,0.963049587916583,0.994256561251724
"Pex16","CTLvPHE",-0.00518811418210063,0.992517598263071,0.997888228195529,0.999961035244282
"Med30","CTLvPHE",0.018520497967959,0.927732116288372,0.992313200688633,0.998611700252404
"Tmem258;Tmem258b;Tmem258l4","CTLvPHE",0.0218902965410592,0.824775923382523,0.972848965769723,0.995791854996879
"Katnb1","CTLvPHE",-0.0288046877984414,0.902532882397649,0.986956404614915,0.997050433355996
"Gmpr2","CTLvPHE",-0.0695186899218854,0.672941936941404,0.942054485256468,0.972839571306992
"Kcmf1","CTLvPHE",0.217030083504149,0.0808330286640567,0.728763649573937,0.579313857497683
"Cyrib","CTLvPHE",-0.0171328929515262,0.736725845418864,0.953638890259518,0.994778902982592
"Poldip3","CTLvPHE",-0.154946223487237,0.202351590377041,0.796562499973318,0.78069939280065
"Osbpl8","CTLvPHE",0.152658507521064,0.291983282967523,0.848047004170414,0.82867139623012
"Mtmr6","CTLvPHE",0.27860074022378,0.0365777668583219,0.665611775626895,0.397842563749295
"Flnb","CTLvPHE",0.00547391134980302,0.931275349026736,0.992447346534384,0.999610331869043
"Arhgef17","CTLvPHE",-0.00460080217981229,0.95316235558082,0.995206840242744,0.999779323746816
"Cers5","CTLvPHE",-0.0141378155864871,0.883717346208609,0.981589656562575,0.998253837667598
"Tbl1x","CTLvPHE",-0.244138937616146,0.18886197630874,0.794529173020193,0.66570021092636
"Atxn2l","CTLvPHE",0.0535380943547779,0.36106422746295,0.860886654981825,0.946921364453127
"Ctnna2","CTLvPHE",0.0280392233886069,0.864746638928357,0.978864845095937,0.995933666022438
"Rbms2","CTLvPHE",-0.0113638151872415,0.864274047865598,0.978864845095937,0.998343785870133
"Ergic2","CTLvPHE",-0.0385252371502816,0.734409432201863,0.952721332292721,0.988178132552564
"Lrba","CTLvPHE",0.0666552930659883,0.311802403086487,0.852444454468722,0.92526127701264
"Arhgap1","CTLvPHE",-0.0235774736224279,0.804568555995065,0.966934484191612,0.99488621969075
"Fam3a","CTLvPHE",0.13134184284462,0.582950932184714,0.926920984707635,0.931574678132974
"Fhod1","CTLvPHE",0.147227307673951,0.00198061490525736,0.299244323294703,0.399958700114943
"Tmf1","CTLvPHE",-0.0420937883005408,0.563011316618248,0.920129774346715,0.976109007952377
"Birc6","CTLvPHE",0.150556069819952,0.00323760535007372,0.37856292800618,0.421841300302632
"Ndufaf2","CTLvPHE",-0.0518532762219301,0.690974435072726,0.945357146614911,0.981014841338
"Pdhx","CTLvPHE",-0.0527067161863499,0.377528394518394,0.869889529847435,0.949953623704381
"Dhx57","CTLvPHE",-0.137297990964008,0.663882959607083,0.940886111469986,0.945308413645004
"Psmd14","CTLvPHE",-0.024627278507797,0.866988350132266,0.978864845095937,0.996491125498228
"Gatad2b","CTLvPHE",-0.102737115658311,0.256247854065534,0.832732326045071,0.869455698804129
"Kpna6","CTLvPHE",0.00609111885949432,0.930408816961367,0.992447346534384,0.999560736783783
"Polr2l","CTLvPHE",0.203020442161765,0.543621297157569,0.91430795741619,0.883608267649706
"Lsm14b","CTLvPHE",0.448755271639396,0.507539436033408,0.903069446104408,0.737612073591909
"Selenom","CTLvPHE",0.24317747661231,0.0811589527219832,0.728763649573937,0.542969189212484
"Mcu","CTLvPHE",-0.172877813451159,0.200836837467336,0.796562499973318,0.757664757844676
"Lmod1","CTLvPHE",-0.0163716396898366,0.772014276429748,0.962763855999125,0.995772761649386
"Ddx56","CTLvPHE",-0.253632149631018,0.376519395004618,0.869889529847435,0.780559536749532
"Rassf8","CTLvPHE",-0.230039149357999,0.602890773377102,0.932549585182926,0.890115334864461
"Rin3","CTLvPHE",-0.232529278858763,0.179816978185387,0.785082797134556,0.67100586920086
"Nipbl","CTLvPHE",0.141566011733971,0.459958292006238,0.889789969255485,0.89588527093725
"Ctdp1","CTLvPHE",0.123031231360759,0.261368722713073,0.835129876109336,0.847820658710066
"Papss1","CTLvPHE",-0.0400529224750024,0.508357197266011,0.903069446104408,0.973265230812511
"Kifap3","CTLvPHE",-0.12300496769225,0.399992986475125,0.878811355252864,0.89340929268439
"Ttyh3","CTLvPHE",-0.0673209286572245,0.767767966934184,0.962763855999125,0.982366572844744
"Igf2bp3","CTLvPHE",0.0208568991676756,0.681011934687092,0.942937310035627,0.99201930760381
"Epb41l2","CTLvPHE",0.030832971885637,0.449112292046867,0.88352717337172,0.975620842452848
"Scrn3","CTLvPHE",0.0305488282466051,0.734616481912655,0.952721332292721,0.990622779343188
"Zfp706","CTLvPHE",0.144019963954964,0.123128689523914,0.757739329367961,0.739594329958459
"Zfp428","CTLvPHE",-0.00476249856480493,0.952808129276676,0.995206840242744,0.999769799085358
"Nfix","CTLvPHE",0.412882730109022,0.283425909650055,0.848047004170414,0.594185085063623
"Rap1gds1","CTLvPHE",0.0165263838919287,0.710421769228235,0.948479668904927,0.994365621101946
"Trappc11","CTLvPHE",0.131741993284184,0.217836067013187,0.811267447235516,0.818095302372902
"Tnc","CTLvPHE",0.397799656221416,0.0234413519517809,0.627809169032613,0.224687887324567
"Tsen15","CTLvPHE",-0.0479615891694323,0.563299502937608,0.920129774346715,0.972848164797765
"Ldhd","CTLvPHE",0.125389316853514,0.554608808664006,0.917084726836438,0.928749675681081
"Ndc80","CTLvPHE",0.266341654102401,0.352110292673064,0.857101713546714,0.757289020915359
"Iars2","CTLvPHE",0.00192058164661191,0.974267601461453,0.997081439442883,0.999949933095251
"Dap3","CTLvPHE",0.0464866844255027,0.603222197574933,0.932549585182926,0.976776310408577
"Med11","CTLvPHE",-0.800247767036566,0.0449784179853398,0.690249990387171,0.0835736941994435
"Ldb3","CTLvPHE",0.0828711809506579,0.203336706705854,0.796562499973318,0.87633675110504
"Usp9x","CTLvPHE",-0.0677533368265344,0.254251691292033,0.832732326045071,0.911390802190778
"Agap3","CTLvPHE",-0.168216022290313,0.0767769426573558,0.728763649573937,0.649348679600392
"Axl","CTLvPHE",0.065660704825163,0.593549723689801,0.932256963247242,0.966329046414967
"Ptpn14","CTLvPHE",-0.0270339104944313,0.564849416008085,0.921113168668475,0.984676946853782
"Tjp1","CTLvPHE",0.098235383776931,0.0374198979768159,0.666571615661493,0.724149418396819
"Plxnb2","CTLvPHE",0.0297690979043033,0.375262225658065,0.869889529847435,0.971243963268066
"Eml4","CTLvPHE",-0.0376553948207956,0.611731558126662,0.932549585182926,0.981664002758596
"Fmr1nb","CTLvPHE",0.0272912194814872,0.75800298664095,0.960577932317397,0.992466994067134
"Ap3s2","CTLvPHE",-0.257984853326654,0.358096777100033,0.85921153960086,0.767253470945669
"Cep170","CTLvPHE",0.0392113453734382,0.34061515586778,0.85661919403678,0.958648596797762
"Unc119b","CTLvPHE",0.132031705397765,0.205365231034564,0.796978739227295,0.8113939339925
"Gapdhl2","CTLvPHE",0.0244780427772859,0.612315439743058,0.932557131388507,0.988065123847029
"B4galt5","CTLvPHE",0.016545453383749,0.926679164425193,0.992313200688633,0.998740892238232
"Wdfy1","CTLvPHE",-0.121226885314787,0.1055749519474,0.746406799702151,0.761428850681818
"Ppfia1","CTLvPHE",0.144787396148057,0.0841990320390005,0.728763649573937,0.698872598911538
"Abca9","CTLvPHE",-0.104121920671133,0.352623394867424,0.857101713546714,0.897150213014554
"Vwa8","CTLvPHE",-0.856152600441185,0.0266730792930519,0.64256654337131,0.0449240021779567
"F5","CTLvPHE",-0.281093987156069,0.00501814149258589,0.457766431443575,0.225754510535927
"Myef2","CTLvPHE",-0.0835743461476071,0.409341971650202,0.881967783165567,0.928069209280273
"Dnajc7","CTLvPHE",-0.0605509843490992,0.55497942688285,0.917084726836438,0.964974225801556
"Amfr","CTLvPHE",0.179770894302347,0.383543877724752,0.871479000906797,0.841747936088173
"Tnik","CTLvPHE",0.0617566424552045,0.651125964574797,0.939070039796117,0.973851139767992
"Rab11fip5","CTLvPHE",0.0627415633592463,0.280575719369404,0.843839396898948,0.923357326366225
"B4galt7","CTLvPHE",-0.121595721415314,0.581874629204932,0.926599490022996,0.936276803716822
"Ppp1r12c","CTLvPHE",0.0455450709311549,0.652342294358769,0.939070039796117,0.980731840051974
"Haus6","CTLvPHE",-0.21685304595881,0.0778358353888557,0.728763649573937,0.574842562740456
"Me2","CTLvPHE",-0.0282351371968659,0.573484698209646,0.921651238088181,0.984423178815215
"Ugp2","CTLvPHE",-0.131707133902587,0.0777336950655979,0.728763649573937,0.714307700742792
"Akap9","CTLvPHE",0.171537851375145,0.00523703049767911,0.457766431443575,0.406197044741269
"Mtap","CTLvPHE",0.100652238121178,0.146613792087924,0.780265010001767,0.824277850888784
"Tacc2","CTLvPHE",0.0786038719257434,0.420717517689509,0.881967783165567,0.934209339940874
"Specc1","CTLvPHE",0.0459599117746272,0.719838800226912,0.948479668904927,0.98500524890488
"Dnaja3","CTLvPHE",0.00821943401539826,0.910138132002001,0.989019545747047,0.999226366563142
"Slc25a22","CTLvPHE",-0.178605384723241,0.153288473407478,0.782912596929419,0.715364872718389
"Riok1","CTLvPHE",0.4542696711815,0.226891173200077,0.815785683299613,0.50976201793374
"Smurf1","CTLvPHE",-0.37531233227698,0.189653475053127,0.794529173020193,0.535808730364349
"Large1","CTLvPHE",-0.065508427944275,0.788983444450924,0.966126853818066,0.984593760605397
"H1f2","CTLvPHE",-0.189202419967344,0.118591982271492,0.752252590242408,0.668050090821645
"Pitrm1","CTLvPHE",0.0260112941872315,0.51828046299559,0.906587769276412,0.983049670658632
"Tcp11l1","CTLvPHE",-0.200261073692971,0.0699632901223085,0.728763649573937,0.587046456491294
"Mcc","CTLvPHE",-0.0136384995431946,0.829450182245939,0.972848965769723,0.99745295580948
"Ipo8","CTLvPHE",-0.148922043792794,0.32701661552019,0.854067367154556,0.846659421290932
"Tnrc6b","CTLvPHE",-0.029377754516247,0.690358485213734,0.945357146614911,0.989173276786061
"Dis3l2","CTLvPHE",-0.175477326283239,0.272903515887304,0.838933204478387,0.796218731201232
"Tbc1d5","CTLvPHE",-0.0800162152534512,0.894853094622272,0.984158355424132,0.991149935832382
"Dysf","CTLvPHE",0.0463493368424039,0.24958842022196,0.832732326045071,0.937695327987342
"Sec61gl2","CTLvPHE",-0.15917240140385,0.539862369557683,0.913933965175129,0.906539748751072
"Arhgap5","CTLvPHE",-0.00735296115576745,0.914083223019896,0.98986107322281,0.999339674712709
"Txnl4a","CTLvPHE",-0.146701657162701,0.0670071518448035,0.728763649573937,0.672651366256396
"Runx3","CTLvPHE",-0.308116188186986,0.126689420918683,0.763001361663527,0.529102455628153
"Ahsa2","CTLvPHE",-0.268097140624015,0.107123707518456,0.746624649704841,0.549433457378075
"Arhgef12","CTLvPHE",0.132729243900268,0.14686672626003,0.780265010001767,0.77522250984427
"Acyp1","CTLvPHE",-0.0801708032728108,0.149665073446292,0.782912596929419,0.858753944533473
"Npnt","CTLvPHE",0.00637301014047509,0.953033906874255,0.995206840242744,0.99969347463025
"Mospd2","CTLvPHE",0.160665430673362,0.284030213898386,0.848047004170414,0.816910688704797
"Pum2","CTLvPHE",0.221089397672419,0.0225431319886221,0.627159983379054,0.432383301602876
"Ct47b1","CTLvPHE",0.490760237854786,0.00925936856684995,0.521262107919177,0.100479852803913
"Fam120b","CTLvPHE",0.289453291962637,0.148594360530193,0.780265010001767,0.575881792682358
"Col26a1","CTLvPHE",0.145219272901951,0.437013508103383,0.882418570741556,0.886733110248311
"Ankmy2","CTLvPHE",-0.0605814793741963,0.425557230462475,0.881967783165567,0.949558498722602
"Pdxdc1","CTLvPHE",0.0935880375031282,0.0839191650619299,0.728763649573937,0.793023902100436
"Tigar","CTLvPHE",-0.076170643402687,0.523845485007435,0.908961659101234,0.951944277429814
"Thoc2","CTLvPHE",0.0771949514168924,0.871398317176003,0.978864845095937,0.989429904581147
"Vsig10","CTLvPHE",0.158795903838815,0.536136488197662,0.913853557456252,0.905753533446036
"Dnajb5","CTLvPHE",-0.141053708582294,0.690349867747348,0.945357146614911,0.949074096838106
"Tbc1d8b","CTLvPHE",0.168057177992495,0.32833670372671,0.854067367154556,0.829304475237082
"Psme4","CTLvPHE",-0.0516771271067284,0.782117653922733,0.963049587916583,0.987380641373068
"Itch","CTLvPHE",0.127731022566504,0.35957273356474,0.859317888688617,0.8775263932599
"Rapsn","CTLvPHE",-0.362452363061127,0.0922178528606336,0.731805349252448,0.421497257091595
"Psat1","CTLvPHE",-0.0777170532531315,0.231734006483475,0.819705252514873,0.892583544813201
"Tusc3","CTLvPHE",-0.338092710268207,0.311864914779732,0.852444454468722,0.674394110381699
"Dock6","CTLvPHE",0.294540334806456,0.205542378985501,0.796978739227295,0.627511576308432
"Ext2","CTLvPHE",-0.118687043954445,0.342125044563133,0.85661919403678,0.880468410286806
"Drg2","CTLvPHE",-0.191733390503302,0.0877226698637608,0.728763649573937,0.627132416286966
"Wdr48","CTLvPHE",-0.370083486041342,0.109244431438342,0.747101004729547,0.440684183881067
"Gas2l1","CTLvPHE",0.245474950658675,0.347059393913052,0.857101713546714,0.771224196040802
"Dnajc21","CTLvPHE",-0.00290041913757477,0.978939272653479,0.997081439442883,0.999938264545868
"Paxx","CTLvPHE",0.0399128940844271,0.843703985290441,0.975496838166779,0.993239615903376
"Atg4b","CTLvPHE",0.0409154143805992,0.679145416190889,0.942351121626374,0.984293658885234
"Parn","CTLvPHE",-0.344027787506867,0.171738521333786,0.785082797134556,0.54547296950078
"Ubap2","CTLvPHE",-0.0103874984528076,0.848466065779687,0.976500724161643,0.99829452833327
"Tab1","CTLvPHE",0.0245416069265971,0.807148282127282,0.967204536114714,0.994755811697646
"Cluh","CTLvPHE",0.0701789939444346,0.247894831449995,0.832732326045071,0.906755713111726
"Upf1","CTLvPHE",0.0177977182224112,0.760995116467055,0.960837143284602,0.99515073463148
"Trmt1","CTLvPHE",-0.000573827405954574,0.992184095442849,0.997888228195529,0.999995497410945
"Ccz1","CTLvPHE",0.0811905020765167,0.440276310174743,0.882418570741556,0.935564813563887
"Ewsr1","CTLvPHE",0.0187082318818383,0.826836888198244,0.972848965769723,0.996448989983702
"Elovl1","CTLvPHE",0.295464097751022,0.060046249739798,0.728763649573937,0.435598559670433
"Lamtor2","CTLvPHE",-0.347412952840994,0.143819992700834,0.777308957167756,0.509818397012649
"Atp6v0d1","CTLvPHE",-0.0484062711548567,0.321809808218463,0.854067367154556,0.946596113581861
"Slc39a10","CTLvPHE",-0.0356165490870985,0.821237063976093,0.972396203651588,0.993010097365087
"Samd4b","CTLvPHE",0.284839741059297,0.467352983230551,0.894480622985519,0.805196304175718
"Qtrt2","CTLvPHE",-0.0294801298356795,0.897460260671587,0.984588301072453,0.99681573035363
"Ociad2","CTLvPHE",-0.208180918799531,0.289546086692823,0.848047004170414,0.772573657954208
"Pcdh1","CTLvPHE",0.764369956974601,0.0207127686730534,0.627159983379054,0.0516396191804344
"Vrk1","CTLvPHE",0.22053800201687,0.0727798462894905,0.728763649573937,0.561087003442795
"Tnfaip8","CTLvPHE",0.205091587184118,0.247731352192849,0.832732326045071,0.75112219626922
"Cul1","CTLvPHE",-0.151352427582943,0.247568566527242,0.832732326045071,0.809532599683432
"Bltp3b","CTLvPHE",0.102770701740887,0.424648348706244,0.881967783165567,0.915740294509432
"Efcab7","CTLvPHE",0.304270323853554,0.295705519092392,0.848047004170414,0.69023698675661
"Ddi2","CTLvPHE",0.0131040396650342,0.894026633858531,0.984158355424132,0.998533166098622
"Brap","CTLvPHE",-0.299013623424411,0.128208129421933,0.765416902177765,0.541071427121498
"Ranbp9","CTLvPHE",0.224989690082552,0.0868961503538239,0.728763649573937,0.577146491116928
"Mtmr1","CTLvPHE",-0.0586328804567557,0.724468804521138,0.949302573634676,0.981279104905576
"ENSRNOG00000065552;LOC134479414","CTLvPHE",-0.467145680479897,0.0397624153613528,0.678934235424434,0.221691860617688
"Mrtfa","CTLvPHE",0.00659077478205461,0.954188774708582,0.995206840242744,0.999690981610717
"Dctn6","CTLvPHE",0.00225165563228202,0.984580287361591,0.997888228195529,0.999965010260062
"Tenm3","CTLvPHE",-0.0734001990954596,0.272750475739905,0.838933204478387,0.909044359867492
"Sorbs3","CTLvPHE",0.0457725616347382,0.512857008059555,0.90581409932729,0.969897383005924
"Phkb","CTLvPHE",0.107104039841424,0.382634738910954,0.871479000906797,0.902224307104968
"Ppih","CTLvPHE",-0.264583726448038,0.183830138125394,0.789771361238892,0.63881724714431
"Neb","CTLvPHE",0.427326355807349,1.86111878997822e-06,0.00740100776872498,0.00355896277528166
"Ap1g1","CTLvPHE",-0.0947713470515232,0.363476218674681,0.86200479551345,0.908543485213582
"Porcn","CTLvPHE",-0.502401026255558,0.158990379022218,0.784849431715729,0.396979328489085
"Peg3","CTLvPHE",0.046786333238348,0.601872081388389,0.932549585182926,0.976525997945512
"Ankfy1","CTLvPHE",0.00184891896854467,0.988826059728423,0.997888228195529,0.999979224213408
"Srp14","CTLvPHE",0.0195724734765044,0.759174211001511,0.960837143284602,0.994621828229914
"Stk4","CTLvPHE",0.680364835677821,0.0523338946244083,0.696971883932595,0.134370843730612
"Top2b","CTLvPHE",0.104137059207577,0.706709336293043,0.948479668904927,0.964495894295078
"Nfic","CTLvPHE",-0.098580770652557,0.403393717494733,0.880930767394358,0.914392117985307
"Efemp2","CTLvPHE",0.000671827619832754,0.996730067999448,0.998697199830541,0.999997799572196
"Ndufb3;Ndufb3l2","CTLvPHE",0.0854297577127348,0.517857417786398,0.906587769276412,0.94533349650496
"Cnot2","CTLvPHE",0.0738985828550867,0.221571243725307,0.81455008353293,0.894611275083542
"Cars1","CTLvPHE",-0.0137937017600436,0.754988756313073,0.959039771532823,0.99613075161668
"Ubr2","CTLvPHE",-0.206570865135244,0.095852281333626,0.733877397157913,0.616068122997236
"Plpbp","CTLvPHE",-0.0745854771417562,0.332138547559467,0.85661919403678,0.921080038111261
"Xirp1","CTLvPHE",0.139104530998079,0.682664937024611,0.942937310035627,0.948282040564443
"Armh3","CTLvPHE",0.0612765897808991,0.764573598046849,0.962650828723037,0.983685641255367
"Nol9","CTLvPHE",-0.0297714311148951,0.904846785875954,0.987016554324951,0.99702759149214
"Ttc13","CTLvPHE",-0.29066186820873,0.257657665762599,0.832985954215968,0.67423714950642
"Ranbp2","CTLvPHE",0.0716387966002721,0.427374971191707,0.881967783165567,0.940917632390495
"Zeb2","CTLvPHE",0.0198697397878682,0.870189611997082,0.978864845095937,0.99724104193445
"Eps15","CTLvPHE",-0.0045722371206125,0.966081545037582,0.996778627745207,0.99984223810769
"Glipr2","CTLvPHE",-0.240803592959434,0.0336700075163884,0.662004616504279,0.441931414423636
"Nup205","CTLvPHE",-0.0326481105974565,0.784615280981513,0.964473245391122,0.992112090654474
"Tbcd","CTLvPHE",0.0219662726121257,0.765156190182016,0.962763855999125,0.994137423841928
"Trip11","CTLvPHE",0.0251140034379951,0.687414818956369,0.944424688243775,0.990631000757601
"Abcd4","CTLvPHE",-0.121529792101477,0.467391314263397,0.894480622985519,0.911709240478414
"Itgb5","CTLvPHE",-0.0259404519465036,0.625747917695847,0.932557131388507,0.987912564123635
"Ythdc2","CTLvPHE",-0.0431528295767052,0.677008348376849,0.942054485256468,0.983308181772676
"Bicd1","CTLvPHE",0.0361219492958327,0.893595491869816,0.984158355424132,0.995944451747862
"Ccpg1","CTLvPHE",-0.235528775097832,0.557910811403134,0.919096807497723,0.871582922938065
"Sec23b","CTLvPHE",0.0673922040218535,0.160858400577079,0.784849431715729,0.884138892120628
"Ankrd13a","CTLvPHE",-0.00684814646493237,0.921488589665182,0.99212745225944,0.99944021883261
"Eef1akmt2","CTLvPHE",-0.293583818451342,0.383567103027397,0.871479000906797,0.754783773725628
"Rfk-ps3","CTLvPHE",-0.06801187164006,0.418288062151247,0.881967783165567,0.942444617126255
"Exoc1","CTLvPHE",-0.130119955052621,0.571741861605724,0.921634949419946,0.929837107464153
"Mgst2","CTLvPHE",-0.253199403620847,0.132513692749399,0.770280203179222,0.599455497013378
"Arhgef18","CTLvPHE",-0.0124724494751511,0.886095684158463,0.98164918278112,0.998492839371557
"Stxbp6","CTLvPHE",0.0633012966155029,0.633122883082612,0.933659501260742,0.971480155538805
"Nmt2","CTLvPHE",0.150977341621406,0.208970776967841,0.797625489708786,0.789493074939113
"Inpp5f","CTLvPHE",-0.646811905443343,0.628801191931191,0.932557131388507,0.74075747055558
"Nub1","CTLvPHE",-0.219106937317388,0.0605348058123538,0.728763649573937,0.540914818900247
"Mtx2","CTLvPHE",-0.151842411413096,0.288054319217152,0.848047004170414,0.827799744829856
"Tmem131","CTLvPHE",0.126883558830748,0.290972264917003,0.848047004170414,0.85501076405545
"Map7d1","CTLvPHE",0.0821785803246975,0.19518957688158,0.794529173020193,0.874360908330443
"Ppp2r5e","CTLvPHE",0.0949827161871646,0.432038840232169,0.882418570741556,0.923381065344659
"Armcx4","CTLvPHE",0.236665119102204,0.428003737367953,0.881967783165567,0.818043678994399
"Aspscr1","CTLvPHE",0.0485331622057323,0.741770613944187,0.954744894248384,0.985606989435722
"Cad","CTLvPHE",-0.0728955230345569,0.327270839849659,0.854067367154556,0.921804692749863
"Mfap1al1","CTLvPHE",-0.0657893736487587,0.730683237870092,0.95197269216836,0.979568533186936
"Smc4","CTLvPHE",0.00455233165049762,0.964931735703003,0.996778627745207,0.999837504431171
"ENSRNOG00000069209","CTLvPHE",0.284486166091298,0.473302138174941,0.895047380878454,0.808316395305876
"Lsm7","CTLvPHE",0.0208142184409112,0.869707859823835,0.978864845095937,0.997098595693742
"Vps13c","CTLvPHE",-0.0281881638750292,0.792370778074864,0.966599315465109,0.993461356384948
"Ptpn12","CTLvPHE",0.0100645726525954,0.860903750776375,0.978234790524281,0.998493738654827
"Gcdh","CTLvPHE",-0.0356224281245474,0.618500727402179,0.932557131388507,0.983030588539242
"Tcirg1","CTLvPHE",-0.118398474056473,0.17285614620834,0.785082797134556,0.81234974163421
"Oxsr1","CTLvPHE",-0.0825677947906627,0.43789866661588,0.882418570741556,0.934090619782956
"Tom1l2","CTLvPHE",0.0281374049005301,0.772084041238912,0.962763855999125,0.992748347184759
"Chmp4b","CTLvPHE",0.0832574984134133,0.176733411098255,0.785082797134556,0.865632661332371
"Zbtb21","CTLvPHE",-0.0304446621236796,0.941494037806788,0.992447346534384,0.998166257993693
"Tbc1d22a","CTLvPHE",-0.105647607140124,0.209454624595818,0.797625489708786,0.847763624586841
"Afg3l1","CTLvPHE",-0.182335454722406,0.171489677040633,0.785082797134556,0.725060814098763
"Hddc3","CTLvPHE",0.198795141454738,0.503429668586796,0.903069446104408,0.872462728094759
"Dst","CTLvPHE",0.152138282249545,0.0100529699051569,0.529934430867933,0.496675226957773
"Rpl10-ps14","CTLvPHE",-0.000867763022156964,0.98849464969112,0.997888228195529,0.999989958254258
"Sec14l1","CTLvPHE",0.128813551275275,0.409821092142057,0.881967783165567,0.891449810135862
"Dcaf6","CTLvPHE",0.0148263021136685,0.930337151010864,0.992447346534384,0.998929991826003
"Acad8","CTLvPHE",0.0161673067608383,0.814083511310442,0.970101007512369,0.996680032412158
"Rsu1","CTLvPHE",-0.00623837168360453,0.93038761087794,0.992447346534384,0.999549977858724
"Smarcd3","CTLvPHE",0.0279328578420071,0.896499695064077,0.984158355424132,0.996952782861909
