"contrast","database","pathway","NES","padj","size"
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Young","GO_MF",NA,NA,NA,NA
"Training_Old","GO_BP","cytoplasmic translation",2.50794455075619,4.394e-07,132
"Training_Old","GO_BP","ribosomal small subunit biogenesis",2.16503294478237,0.00460279510993651,30
"Training_Old","GO_BP","regulation of myoblast fusion",2.08740647315188,0.00460279510993651,41
"Training_Old","GO_BP","cell-cell fusion",1.93078186476981,0.0196544590655095,43
"Training_Old","GO_BP","synapse assembly",-1.90896026436786,0.0820805013683122,18
"Training_Old","GO_BP","protein polyubiquitination",-1.88380037334393,0.0621948139831585,36
"Training_Old","GO_BP","positive regulation of telomere maintenance via telomere lengthening",1.87925499808503,0.0542837172100328,13
"Training_Old","GO_BP","ribosome assembly",1.87646766704913,0.107251490152602,20
"Training_Old","GO_BP","purine nucleotide salvage",1.87288435116248,0.0542837172100328,8
"Training_Old","GO_BP","positive regulation of signal transduction by p53 class mediator",1.872119083804,0.0542837172100328,9
"Training_Old","GO_BP","striated muscle cell differentiation",1.86593174022975,0.0114130563406717,99
"Training_Old","GO_BP","telomerase RNA localization to Cajal body",1.86475611224395,0.0542837172100328,9
"Training_Old","GO_BP","telomerase RNA localization",1.86475611224395,0.0542837172100328,9
"Training_Old","GO_BP","membraneless organelle assembly",1.84791465860709,0.0114130563406717,104
"Training_Old","GO_BP","acylglycerol metabolic process",-1.82949901904613,0.136726148685924,14
"Training_Old","GO_BP","regulation of response to wounding",-1.81675170852626,0.153310918701902,19
"Training_Old","GO_BP","glial cell migration",-1.81101752088599,0.182975053526536,8
"Training_Old","GO_BP","ribosomal small subunit assembly",1.79677473750034,0.117992226518721,8
"Training_Old","GO_BP","ribosome disassembly",1.79225174307557,0.182975053526536,15
"Training_Old","GO_BP","establishment of cell polarity",1.78068303523953,0.17936866050305,21
"Training_Old","GO_BP","carboxylic acid catabolic process",-1.77075999656663,0.0370044818883835,87
"Training_Old","GO_BP","actin filament organization",1.76970003237906,0.0355235132528494,97
"Training_Old","GO_BP","organ growth",-1.76938741366215,0.219124466892366,9
"Training_Old","GO_BP","positive regulation of chromosome organization",1.7627568036064,0.199924244097471,21
"Training_Old","GO_BP","modified amino acid metabolic process",-1.76005148579932,0.121117575262858,50
"Training_Old","GO_BP","lipid catabolic process",-1.75832588366155,0.0542837172100328,60
"Training_Old","GO_BP","L-amino acid metabolic process",-1.75486141108037,0.141792197104278,48
"Training_Old","GO_BP","purine ribonucleoside monophosphate metabolic process",1.7469623341509,0.222633586066512,21
"Training_Old","GO_BP","cellular response to ketone",-1.74419708363476,0.279000942801495,13
"Training_Old","GO_BP","protein localization to plasma membrane",1.73975298853533,0.0871661233515009,62
"Training_Old","GO_BP","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",1.72975894798007,0.0542837172100328,4
"Training_Old","GO_BP","rRNA metabolic process",1.72733269735012,0.172952269144217,40
"Training_Old","GO_BP","killing of cells of another organism",1.72666441902976,0.245480492575412,8
"Training_Old","GO_BP","disruption of cell in another organism",1.72666441902976,0.245480492575412,8
"Training_Old","GO_BP","response to toxic substance",-1.72459096235704,0.106498928575561,67
"Training_Old","GO_BP","cellular response to glucocorticoid stimulus",-1.71957646013684,0.279000942801495,10
"Training_Old","GO_BP","positive regulation of synaptic transmission",1.71804703704261,0.279823689997371,15
"Training_Old","GO_BP","purine nucleotide catabolic process",1.7158594210052,0.161543745754415,41
"Training_Old","GO_BP","negative regulation of coagulation",-1.71484059580675,0.319339984549137,8
"Training_Old","GO_BP","response to axon injury",-1.71012578875363,0.279000942801495,9
"Training_Old","GO_BP","response to carbohydrate",-1.70481746970318,0.245480492575412,43
"Training_Old","GO_BP","regulation of insulin receptor signaling pathway",-1.69649433162818,0.279823689997371,12
"Training_Old","GO_BP","negative regulation of blood coagulation",-1.69173366436636,0.246970156736567,7
"Training_Old","GO_BP","negative regulation of hemostasis",-1.69173366436636,0.246970156736567,7
"Training_Old","GO_BP","regulation of lamellipodium organization",1.68760762310606,0.300810933363478,11
"Training_Old","GO_BP","metabolic compound salvage",1.68444750800085,0.289563506710266,14
"Training_Old","GO_BP","protein folding",1.68432897250255,0.089322463427246,91
"Training_Old","GO_BP","regulation of the force of heart contraction",1.68331386516651,0.279000942801495,9
"Training_Old","GO_BP","cellular response to glucagon stimulus",-1.68023757243363,0.245480492575412,5
"Training_Old","GO_BP","response to xenobiotic stimulus",-1.6776909220022,0.229319592278412,48
"Training_Old","GO_BP","NADPH regeneration",-1.67662611360508,0.279000942801495,11
"Training_Old","GO_BP","antimicrobial humoral immune response mediated by antimicrobial peptide",1.67294080172243,0.279000942801495,10
"Training_Old","GO_BP","negative regulation of developmental growth",-1.6728788888215,0.371736943061807,8
"Training_Old","GO_BP","purine-containing compound catabolic process",1.6695898765974,0.193444335866518,48
"Training_Old","GO_BP","lysosome localization",1.66866973516874,0.300810933363478,8
"Training_Old","GO_BP","vacuolar localization",1.66866973516874,0.300810933363478,8
"Training_Old","GO_BP","protein localization to vacuole",-1.66540285587439,0.281764511767119,17
"Training_Old","GO_BP","inflammatory response to antigenic stimulus",-1.66283711009128,0.281764511767119,11
"Training_Old","GO_BP","glycerolipid catabolic process",-1.66232861065217,0.300810933363478,12
"Training_Old","GO_BP","canonical glycolysis",1.66142028860808,0.281764511767119,13
"Training_Old","GO_BP","glucose catabolic process to pyruvate",1.66142028860808,0.281764511767119,13
"Training_Old","GO_BP","purine nucleobase metabolic process",1.65982096488606,0.279000942801495,10
"Training_Old","GO_BP","response to glucagon",-1.65847533230588,0.280707618617352,6
"Training_Old","GO_BP","positive regulation of insulin secretion involved in cellular response to glucose stimulus",-1.65744443537813,0.300810933363478,12
"Training_Old","GO_BP","small molecule catabolic process",-1.65026073924659,0.055633585904565,122
"Training_Old","GO_BP","response to glucocorticoid",-1.6493843499871,0.319339984549137,14
"Training_Old","GO_BP","actin filament severing",1.64875260649215,0.338481960442322,8
"Training_Old","GO_BP","regulation of establishment of cell polarity",1.64732764758445,0.280707618617352,5
"Training_Old","GO_BP","L-amino acid catabolic process",-1.64611869590233,0.279000942801495,37
"Training_Old","GO_BP","protein neddylation",-1.64576495676659,0.34725212025768,15
"Training_Old","GO_BP","cellular response to carbohydrate stimulus",-1.64339250719164,0.300810933363478,29
"Training_Old","GO_BP","regulation of striated muscle cell apoptotic process",1.63398550837385,0.319339984549137,9
"Training_Old","GO_BP","axon regeneration",-1.63212735673796,0.284603720551861,5
"Training_Old","GO_BP","muscle tissue morphogenesis",-1.63168488352863,0.309009134901686,11
"Training_Old","GO_BP","regulation of tumor necrosis factor-mediated signaling pathway",-1.63031663244387,0.441829991697559,8
"Training_Old","GO_BP","positive regulation of interleukin-8 production",-1.62926888328482,0.304718847783364,7
"Training_Old","GO_BP","membrane raft organization",1.62911291144957,0.409554300144214,11
"Training_Old","GO_BP","positive regulation of protein localization to mitochondrion",-1.62054389568856,0.319339984549137,11
"Training_Old","GO_BP","proteinogenic amino acid metabolic process",-1.61766354385854,0.281764511767119,44
"Training_Old","GO_BP","morphogenesis of a branching structure",-1.61594398986247,0.300810933363478,5
"Training_Old","GO_BP","protein-RNA complex organization",1.61447981850363,0.192931156219218,65
"Training_Old","GO_BP","regulation of TORC1 signaling",-1.60796750217886,0.31866076661506,21
"Training_Old","GO_BP","vasodilation",-1.60690709643376,0.354705482259563,6
"Training_Old","GO_BP","disruption of anatomical structure in another organism",1.60690213930148,0.319339984549137,10
"Training_Old","GO_BP","striated muscle cell apoptotic process",1.60217148974298,0.333267732184163,10
"Training_Old","GO_BP","positive regulation of protein localization to nucleus",1.59902147017512,0.388205766696763,24
"Training_Old","GO_BP","hair cycle",-1.59739006656183,0.0542837172100328,3
"Training_Old","GO_BP","NLS-bearing protein import into nucleus",1.59458049370048,0.358791755225896,6
"Training_Old","GO_BP","cellular response to glucose stimulus",-1.59249638712532,0.41561429470701,26
"Training_Old","GO_BP","cellular response to calcium ion",1.59006933433699,0.458080017871106,20
"Training_Old","GO_BP","negative regulation of cellular response to growth factor stimulus",-1.58963473445269,0.510984544922929,8
"Training_Old","GO_BP","striated muscle adaptation",1.5865112088963,0.357097604877648,10
"Training_Old","GO_BP","granulocyte chemotaxis",1.58648424200295,0.496057565708001,16
"Training_Old","GO_BP","chemokine production",-1.58364597393016,0.441829991697559,9
"Training_Old","GO_BP","regulation of actin filament-based process",1.58287281989462,0.279000942801495,70
"Training_Old","GO_BP","regulation of proteolysis",1.57818150931059,0.335864607060881,25
"Training_Old","GO_BP","telomere organization",1.57483461223486,0.365583086123383,32
"Training_Old","GO_BP","camera-type eye development",-1.57306814658167,0.362546056399771,27
"Training_Old","GO_BP","nucleotide transmembrane transport",1.5726559929235,0.357097604877648,4
"Training_Old","GO_BP","proteinogenic amino acid catabolic process",-1.56958117765924,0.327832825890097,35
"Training_Old","GO_BP","synaptic vesicle transport",1.56945307849536,0.441829991697559,5
"Training_Old","GO_BP","sulfur compound transport",-1.56857891160141,0.16790846462136,3
"Training_Old","GO_BP","regulation of protein localization to plasma membrane",1.56675528526266,0.401089518211394,30
"Training_Old","GO_BP","interferon-beta production",-1.56656249406084,0.458080017871106,9
"Training_Old","GO_BP","regulation of interferon-beta production",-1.56656249406084,0.458080017871106,9
"Training_Old","GO_BP","endoplasmic reticulum membrane organization",-1.566272564731,0.543612023443497,8
"Training_Old","GO_BP","TORC1 signaling",-1.56595710937227,0.319339984549137,22
"Training_Old","GO_BP","negative regulation of cell adhesion",-1.55806789022507,0.34251775162027,37
"Training_Old","GO_BP","cortical actin cytoskeleton organization",1.55594948245743,0.410385734379632,10
"Training_Old","GO_BP","epithelial cell apoptotic process",1.55561248802892,0.441829991697559,6
"Training_Old","GO_BP","regulation of epithelial cell apoptotic process",1.55561248802892,0.441829991697559,6
"Training_Old","GO_BP","protein stabilization",1.55548356606384,0.279000942801495,58
"Training_Old","GO_BP","cell communication involved in cardiac conduction",1.55516671562388,0.476010410475284,15
"Training_Old","GO_BP","positive regulation of filopodium assembly",1.55323192623372,0.458080017871106,5
"Training_Old","GO_BP","amyloid-beta formation",-1.55215248404396,0.47789025492627,10
"Training_Old","GO_BP","regulation of amyloid-beta formation",-1.55215248404396,0.47789025492627,10
"Training_Old","GO_BP","synaptic vesicle localization",1.55128706156212,0.458080017871106,6
"Training_Old","GO_BP","retinoic acid metabolic process",-1.5498024127315,0.364469632481142,4
"Training_Old","GO_BP","positive regulation of potassium ion transport",1.5468420743694,0.458080017871106,6
"Training_Old","GO_BP","polysaccharide metabolic process",1.5461248144901,0.382016393665444,28
"Training_Old","GO_BP","cellular response to toxic substance",-1.54369334745239,0.28370793501653,55
"Training_Old","GO_BP","muscle cell proliferation",-1.54354753702126,0.416807264404422,19
"Training_Old","GO_BP","regulation of cell communication by electrical coupling",1.54157152779375,0.568067226890756,9
"Training_Old","GO_BP","myelin assembly",-1.53994556209111,0.279000942801495,3
"Training_Old","GO_BP","fatty acid derivative catabolic process",-1.539624989429,0.473425148974282,6
"Training_Old","GO_BP","positive regulation of myeloid cell differentiation",-1.53826035650966,0.499901515953209,10
"Training_Old","GO_BP","positive regulation of myoblast differentiation",1.53814506659725,0.441829991697559,4
"Training_Old","GO_BP","regulation of actin filament polymerization",1.53705951088971,0.418985918091461,26
"Training_Old","GO_BP","sulfur compound metabolic process",-1.53595192012011,0.238373142090004,86
"Training_Old","GO_BP","regulation of inflammatory response to antigenic stimulus",-1.53578746296446,0.496595250369444,9
"Training_Old","GO_BP","response to pain",1.53422945281045,0.182975053526536,3
"Training_Old","GO_BP","regulation of actin cytoskeleton organization",1.53264121665771,0.281764511767119,57
"Training_Old","GO_BP","cell-cell recognition",1.52922828167934,0.477770483186046,6
"Training_Old","GO_BP","somatic diversification of immune receptors via germline recombination within a single locus",-1.51989900001127,0.499901515953209,6
"Training_Old","GO_BP","regulation of triglyceride biosynthetic process",-1.51953172651798,0.300810933363478,3
"Training_Old","GO_BP","multicellular organismal-level chemical homeostasis",-1.51906384600051,0.568067226890756,8
"Training_Old","GO_BP","negative regulation of smooth muscle cell proliferation",-1.51842075007819,0.511482802892974,9
"Training_Old","GO_BP","response to amine",-1.51692512668509,0.300810933363478,3
"Training_Old","GO_BP","filopodium assembly",1.51373944304338,0.554781168247427,6
"Training_Old","GO_BP","myofibril assembly",1.51194439301699,0.41561429470701,40
"Training_Old","GO_BP","acute inflammatory response",-1.51055185186285,0.573238436227115,8
"Training_Old","GO_BP","PERK-mediated unfolded protein response",1.50992376947463,0.543612023443497,5
"Training_Old","GO_BP","response to estrogen",1.50823672328058,0.578653883780082,9
"Training_Old","GO_BP","regulation of synaptic vesicle recycling",-1.50547539739532,0.578653883780082,8
"Training_Old","GO_BP","cell killing",1.5031980470237,0.543612023443497,22
"Training_Old","GO_BP","non-proteinogenic amino acid metabolic process",-1.50312960030392,0.537247819346837,15
"Training_Old","GO_BP","positive regulation of response to cytokine stimulus",-1.50097600585217,0.576186729609232,6
"Training_Old","GO_BP","peptide secretion",-1.49917824561632,0.479325792366765,31
"Training_Old","GO_BP","regulation of T cell migration",-1.49726294585977,0.476010410475284,4
"Training_Old","GO_BP","adaptive thermogenesis",-1.49659212172297,0.458080017871106,27
"Training_Old","GO_BP","physiological muscle hypertrophy",-1.49590519892457,0.476010410475284,4
"Training_Old","GO_BP","cell growth involved in cardiac muscle cell development",-1.49590519892457,0.476010410475284,4
"Training_Old","GO_BP","glycosyl compound biosynthetic process",1.48797546674481,0.568067226890756,5
"Training_Old","GO_BP","response to superoxide",-1.48754875825155,0.578653883780082,8
"Training_Old","GO_BP","removal of superoxide radicals",-1.48754875825155,0.578653883780082,8
"Training_Old","GO_BP","striated muscle contraction",1.48738618778565,0.279000942801495,104
"Training_Old","GO_BP","glycogen metabolic process",1.48488024572592,0.499901515953209,26
"Training_Old","GO_BP","energy reserve metabolic process",1.48488024572592,0.499901515953209,26
"Training_Old","GO_BP","cellular response to arsenic-containing substance",-1.48364870855501,0.600263284264211,6
"Training_Old","GO_BP","cellular response to lipopolysaccharide",-1.48364738598561,0.568067226890756,22
"Training_Old","GO_BP","negative regulation of gene expression, epigenetic",-1.48155819184372,0.572316394693262,18
"Training_Old","GO_BP","regulation of peptide secretion",-1.48098965570897,0.473425148974282,27
"Training_Old","GO_BP","long-chain fatty acid transport",-1.47999591334797,0.568067226890756,15
"Training_Old","GO_BP","dicarboxylic acid metabolic process",-1.47739187301155,0.473425148974282,36
"Training_Old","GO_BP","regulation of relaxation of muscle",1.47536694243656,0.568067226890756,5
"Training_Old","GO_BP","positive regulation of steroid metabolic process",1.46971366257657,0.576545842217484,7
"Training_Old","GO_BP","maternal process involved in female pregnancy",1.46701553381927,0.57397547814023,5
"Training_Old","GO_BP","endoplasmic reticulum tubular network organization",-1.46621916630841,0.594043500735616,7
"Training_Old","GO_BP","glomerulus development",1.46562259015422,0.103230119969033,2
"Training_Old","GO_BP","modified amino acid catabolic process",-1.4650980301339,0.594043500735616,7
"Training_Old","GO_BP","temperature homeostasis",-1.46503224464285,0.506696209194532,30
"Training_Old","GO_BP","cellular response to cadmium ion",-1.46469111913807,0.458080017871106,3
"Training_Old","GO_BP","response to platelet-derived growth factor",1.46384558606866,0.379537372570389,3
"Training_Old","GO_BP","cellular response to platelet-derived growth factor stimulus",1.46384558606866,0.379537372570389,3
"Training_Old","GO_BP","hair follicle development",-1.46345470884706,0.17936866050305,2
"Training_Old","GO_BP","adenylate cyclase-activating G protein-coupled receptor signaling pathway",-1.46111220969427,0.600263284264211,12
"Training_Old","GO_BP","pentose-phosphate shunt",-1.46036188524148,0.60508774215159,7
"Training_Old","GO_BP","positive regulation of membrane depolarization",1.46006658722663,0.57397547814023,5
"Training_Old","GO_BP","poly(A)+ mRNA export from nucleus",-1.4599391263269,0.458080017871106,3
"Training_Old","GO_BP","NADP+ metabolic process",-1.45939429619793,0.578653883780082,17
"Training_Old","GO_BP","response to acetylcholine",-1.45884681529257,0.578653883780082,5
"Training_Old","GO_BP","cell adhesion mediated by integrin",-1.45811152515323,0.576186729609232,4
"Training_Old","GO_BP","cell communication by electrical coupling",1.45415565729146,0.60508774215159,13
"Training_Old","GO_BP","mitochondrial DNA metabolic process",1.45299599849444,0.568067226890756,4
"Training_Old","GO_BP","regulation of platelet aggregation",-1.45000775444421,0.578653883780082,4
"Training_Old","GO_BP","intracellular glucose homeostasis",-1.44957265317718,0.473425148974282,28
"Training_Old","GO_BP","positive regulation of glucose metabolic process",1.44865062117208,0.615486862810548,9
"Training_Old","GO_BP","response to temperature stimulus",1.44779274641841,0.568067226890756,35
"Training_Old","GO_BP","endolysosomal toll-like receptor signaling pathway",-1.44546596217055,0.590620264920084,4
"Training_Old","GO_BP","renal water homeostasis",-1.44544369437912,0.590620264920084,4
"Training_Old","GO_BP","response to hydroperoxide",-1.44346703505533,0.590620264920084,4
"Training_Old","GO_BP","cellular response to biotic stimulus",-1.44058306269661,0.568067226890756,25
"Training_Old","GO_BP","mitochondrial transmembrane transport",-1.4383870756681,0.609426649509558,10
"Training_Old","GO_BP","DNA damage tolerance",-1.43837611631459,0.609426649509558,5
"Training_Old","GO_BP","response to zinc ion",-1.43802351251798,0.609426649509558,10
"Training_Old","GO_BP","non-proteinogenic amino acid catabolic process",-1.43784405530087,0.617270160627159,7
"Training_Old","GO_BP","positive regulation of neuron differentiation",-1.43691811466499,0.609426649509558,4
"Training_Old","GO_BP","heterotypic cell-cell adhesion",-1.43643145785232,0.615486862810548,6
"Training_Old","GO_BP","negative regulation of innate immune response",1.43531064948544,0.657027835288705,11
"Training_Old","GO_BP","leukocyte adhesion to vascular endothelial cell",-1.43526264377657,0.52649711565087,3
"Training_Old","GO_BP","artery morphogenesis",-1.43456796498303,0.52649711565087,3
"Training_Old","GO_BP","hormone transport",-1.43365873259483,0.543612023443497,33
"Training_Old","GO_BP","regulation of nervous system process",-1.43316999583985,0.612572798784334,5
"Training_Old","GO_BP","response to acidic pH",-1.43297137473404,0.612572798784334,4
"Training_Old","GO_BP","modification of synaptic structure",1.43251537992574,0.615486862810548,12
"Training_Old","GO_BP","organic acid transport",-1.43223229197241,0.544689381270834,33
"Training_Old","GO_BP","carboxylic acid transport",-1.43223229197241,0.544689381270834,33
"Training_Old","GO_BP","positive regulation of carbohydrate metabolic process",1.43051088845477,0.615486862810548,14
"Training_Old","GO_BP","positive regulation of superoxide anion generation",-1.42990677107464,0.612572798784334,5
"Training_Old","GO_BP","regulation of protein modification by small protein conjugation or removal",-1.42785492745573,0.458080017871106,53
"Training_Old","GO_BP","DNA conformation change",-1.42724595646482,0.546247633609222,3
"Training_Old","GO_BP","negative regulation of axonogenesis",-1.42615329649783,0.410349915111918,2
"Training_Old","GO_BP","negative regulation of focal adhesion assembly",-1.42326326999805,0.612572798784334,4
"Training_Old","GO_BP","negative regulation of cell-substrate junction organization",-1.42326326999805,0.612572798784334,4
"Training_Old","GO_BP","L-amino acid biosynthetic process",-1.4161444285819,0.612572798784334,11
"Training_Old","GO_BP","regulation of homotypic cell-cell adhesion",-1.41598393007272,0.654398290542947,6
"Training_Old","GO_BP","regulation of chromatin organization",-1.41508628779634,0.560785435742601,3
"Training_Old","GO_BP","sensory perception of pain",-1.41404699066798,0.631902899217671,5
"Training_Old","GO_BP","homotypic cell-cell adhesion",1.41395705753745,0.576545842217484,21
"Training_Old","GO_BP","cellular response to xenobiotic stimulus",-1.41350633738534,0.591657953933403,25
"Training_Old","GO_BP","positive regulation of protein targeting to membrane",1.41302096151193,0.612572798784334,5
"Training_Old","GO_BP","regulation of tissue remodeling",1.41279808385324,0.612572798784334,5
"Training_Old","GO_BP","response to nutrient levels",-1.41143416369984,0.338114043431885,80
"Training_Old","GO_BP","positive regulation of potassium ion transmembrane transport",1.41084274071614,0.612572798784334,4
"Training_Old","GO_BP","positive regulation of ERBB signaling pathway",-1.40889453924235,0.496057565708001,2
"Training_Old","GO_BP","positive regulation of type I interferon-mediated signaling pathway",-1.40863298573004,0.499901515953209,2
"Training_Old","GO_BP","positive regulation of chromosome segregation",-1.40851223954589,0.499901515953209,2
"Training_Old","GO_BP","motile cilium assembly",-1.4031823407124,0.657027835288705,5
"Training_Old","GO_BP","keratinocyte differentiation",1.40228322872605,0.615486862810548,16
"Training_Old","GO_BP","microtubule polymerization",-1.4004944939305,0.631902899217671,21
"Training_Old","GO_BP","humoral immune response",1.3989822907011,0.602439024390244,21
"Training_Old","GO_BP","response to prostaglandin E",-1.39882161170008,0.52649711565087,2
"Training_Old","GO_BP","regulation of dopamine metabolic process",1.39740090483826,0.615486862810548,5
"Training_Old","GO_BP","lamellipodium organization",1.39582118493941,0.590620264920084,19
"Training_Old","GO_BP","regulation of transcription by RNA polymerase I",1.39566646650728,0.612572798784334,8
"Training_Old","GO_BP","female sex differentiation",-1.39552736905099,0.680818097303998,6
"Training_Old","GO_BP","bile acid biosynthetic process",1.39492049624166,0.62808489481371,4
"Training_Old","GO_BP","maintenance of protein location in nucleus",-1.39463621757442,0.642318779565083,4
"Training_Old","GO_BP","cellular response to prostaglandin stimulus",-1.39103019393451,0.649170291225416,4
"Training_Old","GO_BP","postsynaptic actin cytoskeleton organization",1.39089287780126,0.632714460784314,4
"Training_Old","GO_BP","lipid localization",-1.3900597852209,0.372247814925554,65
"Training_Old","GO_BP","positive regulation of cardiac muscle hypertrophy",1.38878749854902,0.632714460784314,4
"Training_Old","GO_BP","developmental cell growth",-1.38849776082579,0.615486862810548,26
"Training_Old","GO_BP","protein-DNA complex disassembly",1.38761985712661,0.538937276093003,2
"Training_Old","GO_BP","aldehyde metabolic process",-1.38617347684839,0.597579219366245,31
"Training_Old","GO_BP","regulation of protein serine/threonine kinase activity",-1.38457238398481,0.667102807866,12
"Training_Old","GO_BP","regulation of fibroblast growth factor receptor signaling pathway",-1.38410455065514,0.568067226890756,2
"Training_Old","GO_BP","positive regulation of neurotransmitter transport",-1.3823929413042,0.57397547814023,3
"Training_Old","GO_BP","response to exogenous dsRNA",-1.38213518331504,0.568067226890756,2
"Training_Old","GO_BP","cellular response to exogenous dsRNA",-1.38213518331504,0.568067226890756,2
"Training_Old","GO_BP","membrane fission",-1.38209954100405,0.637921022067364,18
"Training_Old","GO_BP","dendrite self-avoidance",1.38154264592331,0.643832626123985,4
"Training_Old","GO_BP","tricarboxylic acid cycle",1.37777588051378,0.60508774215159,25
"Training_Old","GO_BP","neurotransmitter uptake",-1.37769494097991,0.687906066536203,5
"Training_Old","GO_BP","protein lipidation",-1.37712970551612,0.687906066536203,6
"Training_Old","GO_BP","regulation of postsynaptic membrane potential",-1.37597535800082,0.68170342642923,4
"Training_Old","GO_BP","protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway",-1.37443000827106,0.687906066536203,6
"Training_Old","GO_BP","chemotaxis",1.37279536207893,0.60018691588785,48
"Training_Old","GO_BP","natural killer cell mediated cytotoxicity",1.37162700460221,0.687906066536203,9
"Training_Old","GO_BP","phagocytosis, engulfment",1.37161815951323,0.668054499736857,5
"Training_Old","GO_BP","keratinocyte proliferation",-1.37140245021114,0.578653883780082,3
"Training_Old","GO_BP","intraciliary transport",1.37134910065142,0.668054499736857,5
"Training_Old","GO_BP","regulation of tube diameter",-1.37131133394478,0.657027835288705,15
"Training_Old","GO_BP","positive regulation of extracellular matrix organization",1.37108348381603,0.568067226890756,3
"Training_Old","GO_BP","epigenetic programming of gene expression",-1.37101714745492,0.568067226890756,2
"Training_Old","GO_BP","regulation of ATP biosynthetic process",1.37056909948458,0.68170342642923,8
"Training_Old","GO_BP","myelination in peripheral nervous system",-1.36904344454654,0.594766641399688,3
"Training_Old","GO_BP","peripheral nervous system axon ensheathment",-1.36904344454654,0.594766641399688,3
"Training_Old","GO_BP","response to muscle stretch",1.36753043757973,0.68170342642923,6
"Training_Old","GO_BP","cellular response to abiotic stimulus",-1.36716887241345,0.597579219366245,46
"Training_Old","GO_BP","protein homotetramerization",1.36591232137393,0.68170342642923,16
"Training_Old","GO_BP","negative regulation of mitochondrial membrane permeability",-1.36328068330957,0.687906066536203,4
"Training_Old","GO_BP","negative regulation of membrane permeability",-1.36328068330957,0.687906066536203,4
"Training_Old","GO_BP","cellular response to copper ion",-1.36318107534711,0.576186729609232,2
"Training_Old","GO_BP","regulatory ncRNA-mediated heterochromatin formation",-1.36211352834804,0.609426649509558,3
"Training_Old","GO_BP","positive regulation of cholesterol biosynthetic process",1.36041535699562,0.68170342642923,5
"Training_Old","GO_BP","negative regulation of calcium ion transmembrane transport",-1.35869350065662,0.680818097303998,11
"Training_Old","GO_BP","mesenchyme development",1.35719829768085,0.633725625937464,17
"Training_Old","GO_BP","lipoprotein metabolic process",-1.35666975508827,0.68170342642923,12
"Training_Old","GO_BP","carbohydrate derivative catabolic process",1.35641125541438,0.578653883780082,55
"Training_Old","GO_BP","glycerol metabolic process",-1.35598796294715,0.70973994508157,6
"Training_Old","GO_BP","regulatory ncRNA processing",-1.35591619005686,0.687906066536203,7
"Training_Old","GO_BP","regulation of vasculogenesis",-1.35572314316083,0.614765406390317,3
"Training_Old","GO_BP","maternal placenta development",1.35547836996841,0.68170342642923,4
"Training_Old","GO_BP","negative regulation of mRNA splicing, via spliceosome",1.35409904752143,0.68170342642923,4
"Training_Old","GO_BP","cellular response to external stimulus",-1.35388194318376,0.705056237010473,8
"Training_Old","GO_BP","male gonad development",1.35255861110951,0.68170342642923,4
"Training_Old","GO_BP","vesicle-mediated transport to the plasma membrane",1.35185465875521,0.613204435309939,34
"Training_Old","GO_BP","regulation of nervous system development",-1.35010418027648,0.612572798784334,33
