"contrast","database","pathway","NES","padj","size"
"CTLvPHE","GO_BP","positive regulation of tumor necrosis factor production",1.7289135122386,0.262751884037513,33
"CTLvPHE","GO_BP","aminoglycan biosynthetic process",-1.72855540662136,0.270135967788748,11
"CTLvPHE","GO_BP","regulation of cellular response to growth factor stimulus",1.72792911236808,0.13752200533078,96
"CTLvPHE","GO_BP","chondrocyte proliferation",1.7278421888353,0.250161241885742,10
"CTLvPHE","GO_BP","muscle cell differentiation",1.72732150467385,0.0354601109566656,166
"CTLvPHE","GO_BP","vascular process in circulatory system",1.72657038117664,0.215968722022082,70
"CTLvPHE","GO_BP","nephron development",1.72612827852547,0.247211004369977,38
"CTLvPHE","GO_BP","negative regulation of lymphocyte migration",1.72574533657093,0.209233859145529,5
"CTLvPHE","GO_BP","actin filament organization",1.72384542129016,0.0335361434874999,221
"CTLvPHE","GO_BP","regulation of glycogen metabolic process",-1.72318556240882,0.289978247709681,15
"CTLvPHE","GO_BP","cyclic nucleotide metabolic process",1.72008266348957,0.247211004369977,6
"CTLvPHE","GO_BP","telomere maintenance",-1.71807488639654,0.163905640565227,63
"CTLvPHE","GO_BP","telomere organization",-1.71807488639654,0.163905640565227,63
"CTLvPHE","GO_BP","cardiac ventricle development",1.7176463372961,0.221108512243069,41
"CTLvPHE","GO_BP","negative regulation of fibroblast growth factor receptor signaling pathway",1.71512245534045,0.109847037047819,4
"CTLvPHE","GO_BP","establishment of epithelial cell polarity",1.71388418426873,0.270135967788748,13
"CTLvPHE","GO_BP","regulation of cardiac muscle contraction",1.71185382330888,0.250161241885742,29
"CTLvPHE","GO_BP","establishment of endothelial barrier",1.71166981579866,0.262751884037513,20
"CTLvPHE","GO_BP","regulation of muscle cell differentiation",1.70862027783856,0.221108512243069,53
"CTLvPHE","GO_BP","cell aggregation",1.70800035237987,0.227724409457218,7
"CTLvPHE","GO_BP","protein transport along microtubule",1.7056581803724,0.227724409457218,7
"CTLvPHE","GO_BP","midbrain development",-1.70335360378389,0.250401307901248,8
"CTLvPHE","GO_BP","heart trabecula formation",1.6988609099036,0.250161241885742,6
"CTLvPHE","GO_BP","negative regulation of regulated secretory pathway",-1.68152384120483,0.3205765290932,11
"CTLvPHE","GO_BP","interferon-alpha production",1.67957708929666,0.250161241885742,11
"CTLvPHE","GO_BP","positive regulation of interferon-alpha production",1.67957708929666,0.250161241885742,11
"CTLvPHE","GO_BP","leukocyte tethering or rolling",1.6773525492375,0.250161241885742,7
"CTLvPHE","GO_BP","cell surface toll-like receptor signaling pathway",1.67720589353284,0.291055874773814,20
"CTLvPHE","GO_BP","tight junction assembly",1.67136883169304,0.323244768744578,26
"CTLvPHE","GO_BP","deoxyribonucleotide catabolic process",-1.67101400618818,0.267282306807318,8
"CTLvPHE","GO_BP","deoxyribose phosphate catabolic process",-1.67101400618818,0.267282306807318,8
"CTLvPHE","GO_BP","coagulation",-1.66951059923028,0.250401307901248,49
"CTLvPHE","GO_BP","regulation of cytokine production involved in inflammatory response",-1.66712577432935,0.267282306807318,16
"CTLvPHE","GO_BP","negative regulation of chemotaxis",1.66579183465881,0.318839702741852,14
"CTLvPHE","GO_BP","miRNA processing",1.6629060050632,0.289978247709681,16
"CTLvPHE","GO_BP","visual perception",1.66175539832079,0.329006484519715,19
"CTLvPHE","GO_BP","negative regulation of cell migration involved in sprouting angiogenesis",1.65950452295699,0.279856110077791,6
"CTLvPHE","GO_BP","myofibril assembly",1.65652897309607,0.289978247709681,34
"CTLvPHE","GO_BP","glutamatergic neuron differentiation",1.65376900126792,0.290922242893629,6
"CTLvPHE","GO_BP","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",-1.65179927923149,0.279856110077791,8
"CTLvPHE","GO_BP","sprouting angiogenesis",1.64672954579463,0.262751884037513,46
"CTLvPHE","GO_BP","V(D)J recombination",-1.64434823616327,0.3205765290932,10
"CTLvPHE","GO_BP","regulation of macrophage activation",1.64048809403345,0.290922242893629,12
"CTLvPHE","GO_BP","negative regulation of vasoconstriction",1.63915285835602,0.290922242893629,5
"CTLvPHE","GO_BP","positive regulation of bone mineralization",1.63760312196319,0.290922242893629,12
"CTLvPHE","GO_BP","ectoderm development",-1.63754331095155,0.340531337097563,9
"CTLvPHE","GO_BP","response to ischemia",1.63509291998991,0.270135967788748,43
"CTLvPHE","GO_BP","regulation of viral transcription",1.63295824393673,0.267282306807318,7
"CTLvPHE","GO_BP","cell surface pattern recognition receptor signaling pathway",1.63147900008979,0.3205765290932,21
"CTLvPHE","GO_BP","leukocyte adhesion to vascular endothelial cell",1.6311176225314,0.270135967788748,11
"CTLvPHE","GO_BP","regulation of dephosphorylation",1.63106220473175,0.333021139632945,14
"CTLvPHE","GO_BP","detection of mechanical stimulus involved in sensory perception of sound",1.62854033958475,0.250161241885742,4
"CTLvPHE","GO_BP","nucleoside catabolic process",-1.62786512703894,0.221108512243069,4
"CTLvPHE","GO_BP","mitochondrial transport",-1.62600676581275,0.318839702741852,13
"CTLvPHE","GO_BP","positive regulation of chondrocyte differentiation",-1.62578790522166,0.194526452663217,3
"CTLvPHE","GO_BP","tumor necrosis factor production",1.6254581141576,0.279856110077791,45
"CTLvPHE","GO_BP","zymosterol metabolic process",1.62284199117582,0.338562652708866,14
"CTLvPHE","GO_BP","zymosterol biosynthetic process",1.62284199117582,0.338562652708866,14
"CTLvPHE","GO_BP","positive regulation of ossification",1.6217456248726,0.340531337097563,14
"CTLvPHE","GO_BP","myeloid dendritic cell differentiation",-1.61533156817095,0.233673922383314,4
"CTLvPHE","GO_BP","kinetochore assembly",-1.61396358725415,0.262751884037513,5
"CTLvPHE","GO_BP","hyaluronan metabolic process",-1.61370635654376,0.341990125819352,10
"CTLvPHE","GO_BP","biomineral tissue development",1.613506797668,0.3205765290932,34
"CTLvPHE","GO_BP","cytoplasmic microtubule organization",1.61309635753973,0.3205765290932,34
"CTLvPHE","GO_BP","extrinsic apoptotic signaling pathway via death domain receptors",1.61237823675254,0.318839702741852,30
"CTLvPHE","GO_BP","positive regulation of neuron differentiation",1.60918779594685,0.318839702741852,23
"CTLvPHE","GO_BP","regulation of response to osmotic stress",1.60203987046418,0.333021139632945,6
"CTLvPHE","GO_BP","endodermal cell differentiation",1.60102185872082,0.3205765290932,23
"CTLvPHE","GO_BP","regulation of RIG-I signaling pathway",1.59414407113616,0.3205765290932,10
"CTLvPHE","GO_BP","regulation of nuclear division",-1.59329414400193,0.285179821161794,40
"CTLvPHE","GO_BP","plasma lipoprotein particle assembly",-1.59245390897075,0.250161241885742,4
"CTLvPHE","GO_BP","regulation of mitotic sister chromatid separation",-1.59055760298627,0.388234181497975,20
"CTLvPHE","GO_BP","negative regulation of macroautophagy",-1.58863912463116,0.404369833283121,18
"CTLvPHE","GO_BP","pancreas development",-1.5880852374529,0.394269618429529,15
"CTLvPHE","GO_BP","response to misfolded protein",1.58721736549811,0.318839702741852,11
"CTLvPHE","GO_BP","cellular response to misfolded protein",1.58721736549811,0.318839702741852,11
"CTLvPHE","GO_BP","hemostasis",-1.58633905716284,0.318839702741852,49
"CTLvPHE","GO_BP","regulation of monocyte chemotaxis",1.58611453199475,0.394269618429529,8
"CTLvPHE","GO_BP","anterior/posterior axis specification",-1.58538767649324,0.335723904116913,8
"CTLvPHE","GO_BP","formation of cytoplasmic translation initiation complex",-1.58489066934434,0.494491633438224,14
"CTLvPHE","GO_BP","odontogenesis of dentin-containing tooth",1.58336099563909,0.407410133636301,19
"CTLvPHE","GO_BP","negative regulation of small GTPase mediated signal transduction",1.57941515524327,0.329006484519715,29
"CTLvPHE","GO_BP","morphogenesis of a branching structure",1.57421284910702,0.3205765290932,48
"CTLvPHE","GO_BP","regulation of mitotic nuclear division",-1.57313345468836,0.375482082398406,33
"CTLvPHE","GO_BP","negative regulation of protein processing",1.56996847829887,0.394269618429529,5
"CTLvPHE","GO_BP","transposable element silencing",-1.56723270840086,0.296065207128171,5
"CTLvPHE","GO_BP","retrotransposition",-1.56723270840086,0.296065207128171,5
"CTLvPHE","GO_BP","positive regulation of protein localization to membrane",1.56507244737669,0.296259523047273,50
"CTLvPHE","GO_BP","G0 to G1 transition",1.56233933473246,0.319679084234752,4
"CTLvPHE","GO_BP","regulation of G0 to G1 transition",1.56233933473246,0.319679084234752,4
"CTLvPHE","GO_BP","choline transport",-1.56200346979582,0.309795946893789,5
"CTLvPHE","GO_BP","osteoblast proliferation",1.56141944956659,0.402455122930642,14
"CTLvPHE","GO_BP","regulation of osteoblast proliferation",1.56141944956659,0.402455122930642,14
"CTLvPHE","GO_BP","neural tube patterning",-1.56081846457862,0.394269618429529,7
"CTLvPHE","GO_BP","morphogenesis of a polarized epithelium",1.5595793788856,0.452642569342742,18
"CTLvPHE","GO_BP","retinol metabolic process",-1.5572110302146,0.394269618429529,7
"CTLvPHE","GO_BP","type B pancreatic cell proliferation",-1.55471116055111,0.481524476403218,6
"CTLvPHE","GO_BP","heme metabolic process",-1.5545998400105,0.443744638071641,15
"CTLvPHE","GO_BP","regulation of actin filament organization",1.55295392874873,0.218027739030373,134
"CTLvPHE","GO_BP","maintenance of blood-brain barrier",1.55277556511716,0.341990125819352,7
"CTLvPHE","GO_BP","Golgi to plasma membrane transport",1.55212038776894,0.319679084234752,47
"CTLvPHE","GO_BP","response to mechanical stimulus",1.55200301489226,0.233673922383314,110
"CTLvPHE","GO_BP","response to dietary excess",-1.5508707059776,0.484850819470776,6
"CTLvPHE","GO_BP","negative regulation of toll-like receptor 4 signaling pathway",1.55009776577554,0.267282306807318,3
"CTLvPHE","GO_BP","regulation of supramolecular fiber organization",1.54860866480537,0.179737700185378,199
"CTLvPHE","GO_BP","response to vitamin D",1.54841933305766,0.461137036706704,17
"CTLvPHE","GO_BP","regulation of fat cell differentiation",1.54686148445521,0.381399433708346,34
"CTLvPHE","GO_BP","regulation of necroptotic process",1.54443105795148,0.394269618429529,13
"CTLvPHE","GO_BP","tyrosine metabolic process",-1.53800841305131,0.318839702741852,3
"CTLvPHE","GO_BP","regulation of muscle system process",1.53544084519516,0.250401307901248,108
"CTLvPHE","GO_BP","regulation of ketone biosynthetic process",-1.53291879642683,0.540844483953527,6
"CTLvPHE","GO_BP","leukocyte activation involved in inflammatory response",1.53283240820856,0.554597240051348,8
"CTLvPHE","GO_BP","glycosyl compound catabolic process",-1.53208831666469,0.539143999220045,8
"CTLvPHE","GO_BP","luteolysis",1.53120465927463,0.504614372210914,5
"CTLvPHE","GO_BP","behavioral response to pain",1.52622724586485,0.382893982265103,7
"CTLvPHE","GO_BP","regulation of tube diameter",1.52576697206206,0.323244768744578,47
"CTLvPHE","GO_BP","negative regulation of intracellular estrogen receptor signaling pathway",1.52540920238361,0.539143999220045,9
"CTLvPHE","GO_BP","regulation of protein complex stability",1.52390570465303,0.378901022229287,11
"CTLvPHE","GO_BP","transforming growth factor beta receptor superfamily signaling pathway",1.52358515483147,0.270135967788748,99
"CTLvPHE","GO_BP","embryonic pattern specification",-1.52283680005922,0.390292699783241,13
"CTLvPHE","GO_BP","fibroblast migration",1.52164112910729,0.388234181497975,30
"CTLvPHE","GO_BP","membrane docking",1.52084037181053,0.380107302248259,48
"CTLvPHE","GO_BP","lysosome localization",1.51746930216944,0.394269618429529,37
"CTLvPHE","GO_BP","vacuolar localization",1.51746930216944,0.394269618429529,37
"CTLvPHE","GO_BP","regulation of proteasomal protein catabolic process",-1.51693176553284,0.267282306807318,102
"CTLvPHE","GO_BP","protein localization to nuclear envelope",-1.516227572567,0.473257198203735,11
"CTLvPHE","GO_BP","calcium ion import across plasma membrane",1.51571078690999,0.388234181497975,4
"CTLvPHE","GO_BP","cellular response to tumor necrosis factor",1.51244176222387,0.270135967788748,78
"CTLvPHE","GO_BP","positive regulation of autophagy",1.51223255587616,0.282525996930205,84
"CTLvPHE","GO_BP","heterotypic cell-cell adhesion",1.51207518508067,0.550729300729301,16
"CTLvPHE","GO_BP","vesicle budding from membrane",1.51142134648449,0.388234181497975,48
"CTLvPHE","GO_BP","positive regulation of nitric oxide biosynthetic process",1.51127409035576,0.550729300729301,16
"CTLvPHE","GO_BP","L-amino acid catabolic process",-1.51041632756892,0.404369833283121,38
"CTLvPHE","GO_BP","cellular response to vitamin D",1.50945652819476,0.388234181497975,11
"CTLvPHE","GO_BP","nervous system process involved in regulation of systemic arterial blood pressure",1.50777860541681,0.334257115575556,3
"CTLvPHE","GO_BP","response to interleukin-7",1.50770041294377,0.541372974275559,18
"CTLvPHE","GO_BP","protein targeting to lysosome",-1.50703687391457,0.388234181497975,16
"CTLvPHE","GO_BP","immune response to tumor cell",1.50652243838718,0.390292699783241,11
"CTLvPHE","GO_BP","regulation of response to tumor cell",1.50652243838718,0.390292699783241,11
"CTLvPHE","GO_BP","regulation of immune response to tumor cell",1.50652243838718,0.390292699783241,11
"CTLvPHE","GO_BP","regulation of long-term synaptic depression",1.50533554654826,0.554597240051348,5
"CTLvPHE","GO_BP","cardioblast differentiation",-1.5045010150802,0.341990125819352,4
"CTLvPHE","GO_BP","positive regulation of protein targeting to membrane",1.50417027328656,0.534448837159152,12
"CTLvPHE","GO_BP","connective tissue replacement",1.50165061723901,0.534448837159152,6
"CTLvPHE","GO_BP","cell-cell junction organization",1.49884589478831,0.3205765290932,75
"CTLvPHE","GO_BP","negative regulation of fibroblast proliferation",1.49874023125844,0.394269618429529,11
"CTLvPHE","GO_BP","cell-substrate junction assembly",1.49479812822144,0.390913842187774,55
"CTLvPHE","GO_BP","Rho protein signal transduction",1.49456962926451,0.390913842187774,52
"CTLvPHE","GO_BP","cardiac muscle cell development",1.49395647647115,0.394269618429529,48
"CTLvPHE","GO_BP","ubiquinone biosynthetic process",-1.49361923936935,0.388234181497975,5
"CTLvPHE","GO_BP","negative regulation of intrinsic apoptotic signaling pathway",1.49228199266313,0.386649794979531,54
"CTLvPHE","GO_BP","cholesterol homeostasis",1.49196722744686,0.534877301522891,25
"CTLvPHE","GO_BP","PERK-mediated unfolded protein response",-1.49143763823561,0.541372974275559,14
"CTLvPHE","GO_BP","kinetochore organization",-1.49055286965241,0.554597240051348,8
"CTLvPHE","GO_BP","cilium movement involved in cell motility",-1.49020576623673,0.539143999220045,19
"CTLvPHE","GO_BP","mitochondrial respiratory chain complex IV assembly",1.49010936405541,0.414999048654313,7
"CTLvPHE","GO_BP","axon extension",1.48937911569893,0.382893982265103,47
"CTLvPHE","GO_BP","protein-containing complex localization",1.48788691202549,0.341990125819352,60
"CTLvPHE","GO_BP","vascular associated smooth muscle cell apoptotic process",1.48766040993764,0.541372974275559,6
"CTLvPHE","GO_BP","regulation of actin filament-based process",1.48297393446586,0.234935168977291,183
"CTLvPHE","GO_BP","very long-chain fatty acid metabolic process",1.48015915359538,0.547597042513863,14
"CTLvPHE","GO_BP","ERK1 and ERK2 cascade",1.47913727392619,0.272656755126713,92
"CTLvPHE","GO_BP","spongiotrophoblast layer development",1.47834391613024,0.548868223937906,6
"CTLvPHE","GO_BP","regulation of sphingolipid biosynthetic process",1.47709004524289,0.548868223937906,6
"CTLvPHE","GO_BP","detection of biotic stimulus",1.47663210350796,0.548868223937906,6
"CTLvPHE","GO_BP","polysaccharide biosynthetic process",-1.47266343443293,0.539143999220045,24
"CTLvPHE","GO_BP","regulation of chromosome organization",-1.47168037099243,0.270135967788748,90
"CTLvPHE","GO_BP","regulation of eating behavior",1.47103970008964,0.390913842187774,3
"CTLvPHE","GO_BP","toxin metabolic process",-1.47086273630127,0.548868223937906,6
"CTLvPHE","GO_BP","negative regulation of endothelial cell proliferation",1.47024159411196,0.55439049924753,17
"CTLvPHE","GO_BP","establishment of blood-brain barrier",1.46941495174539,0.554597240051348,6
"CTLvPHE","GO_BP","negative regulation of protein catabolic process",-1.46908378973379,0.318839702741852,66
"CTLvPHE","GO_BP","developmental growth involved in morphogenesis",1.46788795416235,0.3205765290932,96
"CTLvPHE","GO_BP","phosphatidylglycerol metabolic process",1.46667312980167,0.598807156214619,8
"CTLvPHE","GO_BP","nuclear receptor-mediated signaling pathway",1.46616414459428,0.381399433708346,69
"CTLvPHE","GO_BP","negative regulation of inflammasome-mediated signaling pathway",-1.46546172648938,0.536942928247276,5
"CTLvPHE","GO_BP","regulation of skeletal muscle cell proliferation",-1.4616423666984,0.534448837159152,3
"CTLvPHE","GO_BP","macrophage activation",1.46131438449495,0.548906221983145,24
"CTLvPHE","GO_BP","endothelial cell apoptotic process",1.45992667313018,0.561153693669882,14
"CTLvPHE","GO_BP","regulation of endothelial cell apoptotic process",1.45992667313018,0.561153693669882,14
"CTLvPHE","GO_BP","protein localization to cell-cell junction",1.45974488684943,0.558805125554316,12
"CTLvPHE","GO_BP","regulation of protein tyrosine kinase activity",-1.45969353252796,0.541372974275559,10
"CTLvPHE","GO_BP","ephrin receptor signaling pathway",-1.45967097534449,0.420754086888667,16
"CTLvPHE","GO_BP","response to methylmercury",-1.45958010991827,0.541372974275559,10
"CTLvPHE","GO_BP","hematopoietic stem cell differentiation",-1.45871304786263,0.575801749271137,8
"CTLvPHE","GO_BP","regulation of organic acid transport",1.458021357416,0.554597240051348,27
"CTLvPHE","GO_BP","ovulation cycle process",1.456996977407,0.556314982809329,18
"CTLvPHE","GO_BP","amyloid fibril formation",1.45604196016233,0.547674914675768,22
"CTLvPHE","GO_BP","nuclear envelope organization",-1.45600847822308,0.541372974275559,33
"CTLvPHE","GO_BP","NAD+ biosynthetic process",1.45594621755611,0.416756586523519,3
"CTLvPHE","GO_BP","positive regulation of hormone metabolic process",-1.45594575704681,0.433942423399166,4
"CTLvPHE","GO_BP","positive regulation of hormone biosynthetic process",-1.45594575704681,0.433942423399166,4
"CTLvPHE","GO_BP","positive regulation of cellular respiration",-1.45591522048401,0.575801749271137,8
"CTLvPHE","GO_BP","negative regulation of cytokine production involved in immune response",-1.45541206189807,0.433942423399166,4
"CTLvPHE","GO_BP","negative regulation of protein import into nucleus",1.45503476659942,0.563766653808492,12
"CTLvPHE","GO_BP","regulation of mRNA stability",1.45427034744176,0.318839702741852,79
"CTLvPHE","GO_BP","positive regulation of synaptic transmission, glutamatergic",1.45409455884211,0.561153693669882,6
"CTLvPHE","GO_BP","regulation of axonogenesis",1.45402357532456,0.412136751183581,61
"CTLvPHE","GO_BP","negative regulation of calcium ion transport",1.45123150511045,0.556314982809329,26
"CTLvPHE","GO_BP","negative regulation of triglyceride metabolic process",-1.44946886019764,0.267282306807318,2
"CTLvPHE","GO_BP","peptide catabolic process",-1.44940005684531,0.583636422679743,12
"CTLvPHE","GO_BP","astrocyte differentiation",1.44897917370825,0.541372974275559,31
"CTLvPHE","GO_BP","vesicle organization",1.44884370207398,0.233673922383314,191
"CTLvPHE","GO_BP","lipoprotein localization",1.44853833061263,0.619607843137255,8
"CTLvPHE","GO_BP","apoptotic process involved in development",1.44631308267073,0.556314982809329,11
"CTLvPHE","GO_BP","positive regulation of viral genome replication",1.44435570319055,0.539143999220045,20
"CTLvPHE","GO_BP","neural precursor cell proliferation",1.44330309977686,0.388234181497975,53
"CTLvPHE","GO_BP","plasma membrane tubulation",1.44323179128648,0.58414227210678,13
"CTLvPHE","GO_BP","mesenchymal cell proliferation",-1.44294919037662,0.592324755989352,9
"CTLvPHE","GO_BP","regulation of mesenchymal cell proliferation",-1.44294919037662,0.592324755989352,9
"CTLvPHE","GO_BP","hydrogen peroxide biosynthetic process",1.44234251089623,0.539143999220045,7
"CTLvPHE","GO_BP","intermediate filament-based process",1.44144495184477,0.592324755989352,16
"CTLvPHE","GO_BP","collagen catabolic process",1.44121169620311,0.590564198698689,9
"CTLvPHE","GO_BP","chemotaxis",1.43998853566748,0.3205765290932,115
"CTLvPHE","GO_BP","retina vasculature development in camera-type eye",-1.43988576023056,0.575801749271137,6
"CTLvPHE","GO_BP","anaphase-promoting complex-dependent catabolic process",-1.4387198575945,0.563766653808492,10
"CTLvPHE","GO_BP","primary alcohol metabolic process",-1.43824445061653,0.563766653808492,20
"CTLvPHE","GO_BP","response to salt",-1.43770853486696,0.592324755989352,9
"CTLvPHE","GO_BP","negative regulation of cell junction assembly",1.43664787946413,0.541372974275559,21
"CTLvPHE","GO_BP","estrogen metabolic process",-1.43544142377389,0.598807156214619,8
"CTLvPHE","GO_BP","positive regulation of interleukin-1 beta production",1.43490171799426,0.592324755989352,13
"CTLvPHE","GO_BP","regulation of neurogenesis",1.43412573132799,0.327040714189144,143
"CTLvPHE","GO_BP","preganglionic parasympathetic fiber development",-1.43300354346992,0.554597240051348,3
"CTLvPHE","GO_BP","regulation of animal organ morphogenesis",1.43199805300248,0.598807156214619,9
"CTLvPHE","GO_BP","regulation of stem cell population maintenance",1.43171286065309,0.598807156214619,9
"CTLvPHE","GO_BP","synaptic membrane adhesion",1.43128985778795,0.541372974275559,7
"CTLvPHE","GO_BP","cAMP/PKA signal transduction",1.43043613272148,0.561153693669882,19
"CTLvPHE","GO_BP","organelle localization by membrane tethering",1.42934905456055,0.547597042513863,40
"CTLvPHE","GO_BP","vitamin D metabolic process",-1.42931191503102,0.318839702741852,2
"CTLvPHE","GO_BP","regulation of T cell mediated immunity",1.42758354125472,0.548868223937906,21
"CTLvPHE","GO_BP","regulation of fibroblast migration",1.42697641742758,0.554488458996224,20
"CTLvPHE","GO_BP","positive regulation of mitochondrial fission",-1.42696947928151,0.575801749271137,10
"CTLvPHE","GO_BP","cell-cell junction maintenance",1.42635139905957,0.627866374817594,8
"CTLvPHE","GO_BP","ubiquinone metabolic process",-1.42590182936584,0.592324755989352,6
"CTLvPHE","GO_BP","positive regulation of amyloid precursor protein catabolic process",1.4254237973855,0.554597240051348,7
"CTLvPHE","GO_BP","macrophage chemotaxis",1.42538316317345,0.583636422679743,10
"CTLvPHE","GO_BP","T cell mediated immune response to tumor cell",1.42462042196968,0.598807156214619,9
"CTLvPHE","GO_BP","regulation of ERK1 and ERK2 cascade",1.42353347789785,0.356817582719516,82
"CTLvPHE","GO_BP","developmental cell growth",1.42348062653714,0.3205765290932,109
"CTLvPHE","GO_BP","endothelium development",1.42298625718309,0.541372974275559,49
"CTLvPHE","GO_BP","L-amino acid metabolic process",-1.42111768295127,0.42254880092048,68
"CTLvPHE","GO_BP","RNA export from nucleus",-1.42005313469472,0.554597240051348,45
"CTLvPHE","GO_BP","melanin biosynthetic process",1.41998532536873,0.556314982809329,5
"CTLvPHE","GO_BP","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",1.4196267583411,0.556314982809329,22
"CTLvPHE","GO_BP","amino acid transport",1.41756831785538,0.554597240051348,35
"CTLvPHE","GO_BP","positive regulation of behavior",-1.41631825755379,0.554597240051348,4
"CTLvPHE","GO_BP","endoderm development",1.41616128019367,0.563766653808492,32
"CTLvPHE","GO_BP","spleen development",1.41535772965109,0.598807156214619,14
"CTLvPHE","GO_BP","macromolecule methylation",-1.41513781621278,0.542064638173174,49
"CTLvPHE","GO_BP","regulation of B cell activation",1.41511635931362,0.563766653808492,20
"CTLvPHE","GO_BP","musculoskeletal movement",1.41490010631123,0.561153693669882,31
"CTLvPHE","GO_BP","regulation of cell-substrate adhesion",1.4140689392261,0.369889646723573,102
"CTLvPHE","GO_BP","regulation of response to wounding",1.41232157924153,0.494491633438224,61
"CTLvPHE","GO_BP","positive regulation of cytoplasmic translation",1.41208913992593,0.598807156214619,15
"CTLvPHE","GO_BP","synapse maturation",1.4114945033276,0.592324755989352,18
"CTLvPHE","GO_BP","regulation of vasculature development",1.41116193415353,0.329826115594463,92
"CTLvPHE","GO_BP","wound healing involved in inflammatory response",-1.41039457403223,0.563766653808492,3
"CTLvPHE","GO_BP","relaxation of muscle",1.40887987040696,0.592324755989352,18
"CTLvPHE","GO_BP","positive regulation of urine volume",-1.40738913145393,0.563766653808492,3
"CTLvPHE","GO_BP","pseudopodium organization",1.4073606834305,0.656822692176502,8
"CTLvPHE","GO_BP","negative regulation of hydrolase activity",1.40650628123104,0.556314982809329,21
"CTLvPHE","GO_BP","protein localization to centrosome",1.4060982284059,0.615745020406739,13
"CTLvPHE","GO_BP","regulation of antigen processing and presentation",1.40570999794897,0.556314982809329,3
"CTLvPHE","GO_BP","positive regulation of collagen metabolic process",1.40518413650213,0.598807156214619,11
"CTLvPHE","GO_BP","positive regulation of collagen biosynthetic process",1.40518413650213,0.598807156214619,11
